Date,open,high,low,close,volume,rsi,sma,macd,volatility,target
2015-01-30,26.273740817813987,26.62879102622777,25.929784923186705,25.99857711791992,334982000,64.38811990638752,24.92565574645996,0.5174786713610544,3.108527734394606,1
2015-02-02,26.196073070372567,26.44460736236611,25.758916826474497,26.324777603149418,250956400,67.02186842163681,25.206146049499512,0.5961967520863567,3.455256517540583,1
2015-02-03,26.295933487755963,26.42685757601918,26.0984367387742,26.32921981811523,207662800,67.05873154913982,25.426500129699708,0.639537127151435,3.5984050448313667,1
2015-02-04,26.295932269467976,26.74196501238614,26.25376947343209,26.531152725219727,280598800,68.81916223003739,25.648628997802735,0.6821430062284577,3.7202507193132917,1
2015-02-05,26.73834513595064,26.785130939594236,26.56680342147233,26.720523834228516,168984800,70.4638971662583,25.826451683044432,0.7217351570673003,3.9000963169360645,0
2015-02-06,26.738332469997378,26.78957314987504,26.38856430642336,26.495500564575195,174826400,65.87607029313406,25.968901443481446,0.70574709866316,4.0804161193577215,1
2015-02-09,26.410851904296266,26.698239679585615,26.384117406729843,26.671506881713867,155559200,67.7035535911394,26.12628879547119,0.7019098047421259,4.273087835735566,1
2015-02-10,26.77175571561299,27.212865534998993,26.7695291157995,27.183902740478516,248034000,72.47225247696657,26.422790908813475,0.7494203936304089,4.480063222729704,1
2015-02-11,27.350985520323754,27.829967863004377,27.29083503993794,27.821056365966797,294247200,77.13652072547082,26.64609146118164,0.8479014188120964,4.856727290498611,1
2015-02-12,28.083949974532672,28.400302287530188,27.97478706988217,28.17306327819824,297898000,79.29052452856128,26.824928092956544,0.9439571678463317,5.221738014171429,1
2015-02-13,28.355741633824508,28.355741633824508,27.99260695889488,28.311185836791992,217088800,80.1076001252892,27.05618896484375,1.0091133972453719,5.3140094366379955,1
2015-02-17,28.40252649509592,28.71219558167731,28.275540600471142,28.478273391723633,252609600,81.10938882683638,27.271538543701173,1.0548246471895482,5.226847803770951,1
2015-02-18,28.433712436786827,28.689912494707233,28.393611543375854,28.67654609680176,179566800,82.28561628842428,27.506271171569825,1.0898449782778705,5.260520404898692,0
2015-02-19,28.623073426365114,28.74560439039607,28.589657435896967,28.616390228271484,149449600,80.59392858632415,27.714794921875,1.0837845723355883,5.187366925061582,1
2015-02-20,28.654261744189217,28.850311279296875,28.52727758577705,28.850311279296875,195793600,82.17708490904934,27.927773666381835,1.0862868630495761,5.257345282488409,1
2015-02-23,28.966160250374266,29.630050659179688,28.885958473516727,29.630050659179688,283896400,86.3127109817024,28.241228675842287,1.1640720605625354,5.501053624427307,0
2015-02-24,29.616699536258988,29.763736769556314,29.222373646739953,29.44515609741211,276912400,81.33993918450889,28.51859359741211,1.1706946719093665,5.537377362625691,0
2015-02-25,29.309250658146496,29.3181638573966,28.549561893076035,28.692142486572266,298846800,64.51908177486169,28.669417572021484,1.0549576452497647,4.86388169466769,1
2015-02-26,28.692138629023056,29.155526345432452,28.20647471626233,29.055274963378903,365150000,68.0584080445987,28.792839431762694,0.9972979855494088,4.6830949108866875,0
2015-02-27,28.961709005666517,29.08869659224438,28.56961324598533,28.61862564086914,248059200,60.05459101379689,28.837395668029785,0.8801683007738603,4.5774737755153865,1
2015-03-02,28.79462388824429,29.02408947783968,28.58298129776372,28.75897789001465,192386800,61.66471079709599,28.88217487335205,0.796938315066182,4.318617160276517,1
2015-03-03,28.730016446655085,28.8547740321923,28.536193469691177,28.819128036499023,151265200,62.386662244060034,28.91626033782959,0.7291407603372875,4.100762989030322,0
2015-03-04,28.761206989043135,28.863684981508023,28.58743700235103,28.636445999145508,126665200,58.658806346386974,28.912250328063966,0.6428021004601625,3.7878140746497095,0
2015-03-05,28.645357888294036,28.683230483724483,28.017111665298497,28.16192054748535,226068400,50.03053715327987,28.86680335998535,0.5081837882625848,3.4626745383504414,1
2015-03-06,28.60525568485425,28.821354861270127,28.128503236447628,28.204248428344727,291368400,50.74855289511556,28.802197074890138,0.40807213993082314,3.152053077170926,1
2015-03-09,28.507230185990295,28.865911616282308,27.861161011018066,28.324548721313477,354114000,52.88638390848822,28.671646881103516,0.3442629824885053,2.6470646499337747,0
2015-03-10,28.161917090893873,28.34237024672098,27.5804550335683,27.738630294799805,275426400,42.82646335459914,28.500994300842287,0.2176719131440059,2.196546513895946,0
2015-03-11,27.79210203803575,27.796556937791426,27.203956687995984,27.23291778564453,275756000,36.21930364775386,28.355071830749512,0.05976503433384295,2.173168350699278,1
2015-03-12,27.248516986693353,27.825524332837432,27.097024874548865,27.725271224975582,193450800,45.3413498132998,28.22207145690918,0.009901582084413718,2.1989912320868186,0
2015-03-13,27.71412912836957,27.93691151412866,27.30866525427582,27.533674240112305,207309200,42.700720744984274,28.113576316833495,-0.04972684709140651,2.342723858130462,1
2015-03-16,27.598283283535313,27.836660385131836,27.373274281820116,27.836660385131836,143497200,48.01986698932812,28.021344566345213,-0.05216074239061186,2.4050428253155403,1
2015-03-17,28.048302918276715,28.36465350051074,27.992607321417427,28.302274703979492,204092400,55.13186799386716,27.96965923309326,0.006356075318976195,2.408382487524918,1
2015-03-18,28.293359273393268,28.774569979250792,28.153007000698736,28.620849609375,261083600,59.3591386289815,27.96809959411621,0.08785401279829586,2.4045473382641873,0
2015-03-19,28.68323647742178,28.794627687042833,28.38248055138392,28.40475845336914,183238000,55.42363776573663,27.99238338470459,0.11590492226610039,2.399212034925746,0
2015-03-20,28.57183800156527,28.605253996197433,27.883441317030055,28.04829978942871,274780400,49.418393000649296,27.97678852081299,0.08792684467659484,2.3885548942094275,1
2015-03-23,28.320095513618043,28.482725692046003,28.18642473173338,28.340145111083984,150838800,53.95678854992671,27.978348159790038,0.10343740563752846,2.099857456886184,0
2015-03-24,28.344603074189592,28.525054559149737,28.19533758719538,28.224300384521484,131369200,51.90287499953314,28.02691516876221,0.09745265192194097,1.8314173562790756,0
2015-03-25,28.19088200814144,28.253260801348905,27.486888885498047,27.486888885498047,206620800,40.8931242604308,28.052312278747557,-0.0024608868527842276,1.9058786293663417,1
2015-03-26,27.348763204749485,27.821060723861976,27.31311721101558,27.67848014831543,190291600,44.30375922552846,28.047633171081543,-0.04838928263061604,1.7880363722458412,0
2015-03-27,27.751996515157707,27.7809576079784,27.382178708077856,27.457923889160156,158184800,41.2585810966046,28.040058135986328,-0.10769229706265904,1.822783940751492,1
2015-03-30,27.636148754305395,28.15968689058504,27.625008957912392,28.153003692626953,188398800,52.65395550003369,28.07169246673584,-0.05888074387751274,1.7147075759083634,0
2015-03-31,28.090623915549788,28.179737189841585,27.70521142630218,27.720806121826172,168362400,46.43099178068704,28.01354560852051,-0.07816795102081997,1.5809174882768389,0
2015-04-01,27.807693807361485,27.874529194518605,27.424507880342254,27.680707931518555,162485600,45.87211639041242,27.919531440734865,-0.09517791564176648,1.485741703304889,1
2015-04-02,27.85448126816499,27.972555660024614,27.667344880997593,27.91908836364746,128880400,49.85874301909879,27.870964431762694,-0.07486301226041547,1.4722442095509436,1
2015-04-06,27.729723335560173,28.406981980219054,27.698533938082665,28.371335983276367,148776000,56.597266908060305,27.90326805114746,-0.0015546679754727677,1.5038586966498642,0
2015-04-07,28.43594003627644,28.54287461627673,28.06612220587488,28.07280540466309,140049200,51.51909068134062,27.876534080505373,0.01215694353289365,1.4679492600344801,0
2015-04-08,28.03716379889343,28.159694794832983,27.84111590508492,27.981468200683594,149316800,49.99416728323587,27.852250862121583,0.009950190416347482,1.4581946846099,1
2015-04-09,28.03716390731661,28.199795802583953,27.77205401460501,28.19533920288086,129936000,53.56971723730496,27.923095893859863,0.035344926535756827,1.3198901178421494,1
2015-04-10,28.059439424902365,28.34014569305206,27.905720742089727,28.31563949584961,160752000,55.55585344280776,27.98681182861328,0.06774348330289115,1.326312571104765,0
2015-04-13,28.59857918034329,28.643138385433204,28.20648333103857,28.259950637817383,145460400,54.35981594656184,28.067014503479005,0.08203714216026725,1.2641536155118231,0
2015-04-14,28.2933599985599,28.357967087559327,28.05052803962249,28.137413024902344,102098400,51.641663625426766,28.065455436706543,0.07479907522602858,1.2499865527786156,1
2015-04-15,28.161916333547257,28.322318190138613,28.072803057866928,28.24434471130371,115881600,53.877809978472236,28.117809295654297,0.0817011983502347,1.2423186392467116,0
2015-04-16,28.132956131473513,28.315637598572906,28.095083538223587,28.10844993591309,113476000,50.57546391694893,28.16058349609375,0.06757264265046459,1.1347881534989028,0
2015-04-17,27.97032748384589,28.101768267469502,27.727493814530177,27.79210090637207,207828000,43.65455064441819,28.14788475036621,0.016028911498846554,1.1025020186430368,1
2015-04-20,27.9747826163896,28.542876649890996,27.88566932691057,28.427030563354492,188217200,56.82899454492664,28.153454208374022,0.0600441489507908,1.1610684711862547,0
2015-04-21,28.538423181278237,28.56069937881998,28.219842621989464,28.27331161499023,129740400,53.46611467563644,28.17350482940674,0.07022719246700149,1.1481003952173765,1
2015-04-22,28.29113548503806,28.70996577012086,28.1418716903202,28.65427017211914,150618000,59.986273819804744,28.24078502655029,0.12428243791081783,1.2632238193201815,1
2015-04-23,28.582980445949,29.05527801055337,28.547334448781665,28.88819122314453,183083600,63.477650104927,28.31007022857666,0.18939525863565265,1.3540206305111582,1
2015-04-24,29.07087752179637,29.102066922809986,28.790169513284013,29.024091720581055,178103600,65.42506405347342,28.380915451049805,0.24846423249987026,1.5054086791741526,1
2015-04-27,29.47633496412973,29.659018140062884,29.21790659790736,29.552080154418945,387816800,71.89432218205874,28.51012840270996,0.35181893623558835,1.7795668012603159,0
2015-04-28,29.95531912275343,29.97313872098423,28.865913463725736,29.08646583557129,475696000,60.75552528433892,28.605033683776856,0.35797849284703886,1.9043658786019435,0
2015-04-29,28.99735591399592,29.315933091372777,28.582980543827464,28.65872573852539,253544400,52.45935323202392,28.646471786499024,0.3004205284493331,1.836601767876978,0
2015-04-30,28.658726103246263,28.658726103246263,27.754230156700498,27.881216049194336,332781600,41.11917870108516,28.62374839782715,0.1548272801814079,1.7828718479496928,1
2015-05-01,28.092861309640885,28.99067584164951,27.914636403052867,28.72779083251953,234050400,53.32569366269333,28.717317390441895,0.15659756409381487,1.7502986516774186,0
2015-05-04,28.850319026667076,29.08869781172176,28.574067643867057,28.67209243774414,203953200,52.529613367297024,28.741823577880858,0.14745627324390043,1.761479308868367,0
2015-05-05,28.54956235699764,28.616397754901502,28.021569172397257,28.026025772094727,197085600,44.05356272308631,28.71709499359131,0.055862533817442994,1.7698948573326376,0
2015-05-06,28.195338769461948,28.23766796751676,27.482435800455796,27.850027084350582,288564000,42.00216170060667,28.636670684814455,-0.03212363541455687,1.8008899582030722,1
2015-05-07,27.91266298375682,28.205728097991734,27.744878277488812,28.02228355407715,175763600,44.797607247306566,28.550079917907716,-0.07148612585244507,1.8257483307605398,1
2015-05-08,28.339950794053617,28.55024147033691,28.21243450683362,28.55024147033691,222201600,52.5810604997283,28.5026948928833,-0.03063044719950625,1.8254399505630445,0
2015-05-11,28.498787417855624,28.53681820285766,28.105052219051004,28.25941467285156,168143200,48.40384495680994,28.373428344726562,-0.03816227836357555,1.8254827251121029,0
2015-05-12,28.098347079815507,28.384699391912346,27.92385124630615,28.158750534057617,192640000,46.9688020712891,28.280656814575195,-0.05543753636580817,1.822729316733927,1
2015-05-13,28.221383146540784,28.454044771232315,28.158743806584216,28.1900634765625,138776800,47.50669461935728,28.233790588378906,-0.062444671544202635,1.828064887471875,1
2015-05-14,28.503273257166335,28.847789764404297,28.44734500891678,28.847789764404297,180814000,57.554562472136936,28.330447959899903,0.017466760284651883,1.8343649439889376,0
2015-05-15,28.874626838825733,28.968585851091245,28.682233600304514,28.807512283325195,152832000,56.8146086682574,28.338420104980468,0.0682164631746005,1.7423013834704122,1
2015-05-18,28.72027270529355,29.24376024538948,28.715797490006917,29.12519264221191,203531600,61.18762068148527,28.383730125427245,0.14282584542299404,1.8147779191191589,0
2015-05-19,29.237043821913492,29.279549825447734,29.00214455904792,29.098342895507812,178532800,60.61124672743872,28.490961837768555,0.1888964831819635,1.8516545364735393,0
2015-05-20,29.08268334480734,29.301921078832592,28.935031979333957,29.096105575561523,145819600,60.55843130106217,28.61556968688965,0.21703464831690766,1.9006599746517736,1
2015-05-21,29.0983412378906,29.447332848055485,29.044648908023593,29.393640518188477,158921600,65.05755777394415,28.752705383300782,0.27002446838424277,2.0046481400032974,1
2015-05-22,29.440625930475377,29.747111583218956,29.395880609079995,29.65091323852539,182384000,68.50880747030634,28.86277256011963,0.33426834924934923,2.165873358194723,0
2015-05-26,29.66433426544349,29.733684723786737,28.885810853723097,28.99766731262207,282790400,53.57889289261269,28.93659782409668,0.2894506801296792,2.0380010847197383,1
2015-05-27,29.158743558220227,29.58827199011764,29.093868308093384,29.53905487060547,183332800,61.33759135097812,29.074628257751463,0.3205340064691846,2.1497808424433273,0
